timestamp_h,day_of_year,hour_of_day,day_of_week,solar_irradiance_wm2,wind_speed_ms,ambient_temp_c,humidity_pct,pv_output_kw,wind_output_kw,load_demand_kw,grid_tariff_inr_per_kwh,net_demand_kw,pv_ramp_kw,load_ramp_kw
1350,56,6,0,0.0,6.34,11.54,66.43,0.0,15.282,158.535,8.2,143.253,0.0,10.674
1351,56,7,0,146.37,5.86,12.23,75.08,73.184,9.657,179.448,8.2,96.607,73.184,20.913
1352,56,8,0,327.6,5.31,11.68,72.0,163.799,5.043,191.036,8.2,22.194,90.615,11.588
1353,56,9,0,519.07,5.77,16.08,61.29,259.533,8.728,206.645,6.1,-61.616,95.734,15.609
1354,56,10,0,717.15,5.24,17.41,46.04,358.576,4.63,215.264,6.1,-147.942,99.043,8.619
1355,56,11,0,831.48,5.5,18.11,49.14,415.74,6.448,204.577,6.1,-217.611,57.164,-10.687
1356,56,12,0,851.25,5.29,18.87,46.17,425.627,4.922,195.318,6.1,-235.231,9.887,-9.259
1357,56,13,0,794.32,4.93,19.85,33.99,397.162,2.948,181.914,6.1,-218.196,-28.465,-13.404
1358,56,14,0,676.28,4.26,20.09,35.52,338.138,0.826,170.35,6.1,-168.614,-59.024,-11.564
1359,56,15,0,513.39,4.38,21.16,27.23,256.695,1.073,166.109,6.1,-91.659,-81.443,-4.241
1360,56,16,0,322.23,4.55,20.22,38.64,161.114,1.52,181.084,6.1,18.45,-95.581,14.975
1361,56,17,0,141.16,5.61,18.56,36.68,70.582,7.332,171.991,6.1,94.077,-90.532,-9.093
1362,56,18,0,0.0,5.52,17.37,27.8,0.0,6.614,209.599,9.5,202.985,-70.582,37.608
1363,56,19,0,0.0,5.15,16.48,42.97,0.0,4.078,202.08,9.5,198.002,0.0,-7.519
1364,56,20,0,0.0,5.47,16.21,44.66,0.0,6.198,199.85,9.5,193.652,0.0,-2.23
1365,56,21,0,0.0,4.88,14.35,52.92,0.0,2.715,186.642,9.5,183.927,0.0,-13.208
1366,56,22,0,0.0,6.07,13.09,52.65,0.0,11.857,158.2,6.1,146.343,0.0,-28.442
1367,56,23,0,0.0,6.78,11.99,55.37,0.0,22.162,141.79,6.1,119.628,0.0,-16.41
1368,57,0,1,0.0,7.05,9.53,60.37,0.0,27.349,121.227,3.75,93.878,0.0,-20.563
1369,57,1,1,0.0,7.77,11.09,65.91,0.0,44.584,128.104,3.75,83.52,0.0,6.877
1370,57,2,1,0.0,7.48,8.41,72.43,0.0,36.963,137.109,3.75,100.146,0.0,9.005
1371,57,3,1,0.0,7.85,8.01,75.21,0.0,47.091,129.9,3.75,82.809,0.0,-7.209
1372,57,4,1,0.0,7.58,9.31,73.86,0.0,39.584,145.155,3.75,105.571,0.0,15.255
1373,57,5,1,0.0,9.02,7.13,71.78,0.0,89.604,130.72,3.75,41.116,0.0,-14.435
1374,57,6,1,0.0,8.64,9.34,70.21,0.0,74.025,159.875,8.2,85.85,0.0,29.155
1375,57,7,1,137.77,8.39,12.71,84.19,68.886,64.369,188.36,8.2,55.105,68.886,28.485
1376,57,8,1,330.2,8.1,10.89,60.38,165.101,54.518,193.622,8.2,-25.997,96.215,5.262
1377,57,9,1,519.82,7.99,15.87,56.83,259.911,51.24,200.313,6.1,-110.838,94.81,6.691
1378,57,10,1,681.15,8.93,17.9,74.76,340.577,85.888,206.218,6.1,-220.247,80.666,5.905
1379,57,11,1,821.04,8.02,17.09,52.35,410.522,51.906,183.119,6.1,-279.309,69.945,-23.099
1380,57,12,1,885.96,7.31,19.12,36.72,442.978,32.922,188.289,6.1,-287.611,32.456,5.17
1381,57,13,1,761.96,7.17,21.07,45.91,380.98,29.939,191.435,6.1,-219.484,-61.998,3.146
1382,57,14,1,653.3,7.08,19.76,32.22,326.651,28.051,167.834,6.1,-186.868,-54.329,-23.601
1383,57,15,1,499.21,6.78,21.57,41.14,249.607,22.163,165.536,6.1,-106.234,-77.044,-2.298
1384,57,16,1,298.74,6.16,19.52,33.73,149.37,13.039,155.931,6.1,-6.478,-100.237,-9.605
1385,57,17,1,128.31,6.63,19.15,33.04,64.157,19.62,172.684,6.1,88.907,-85.213,16.753
1386,57,18,1,0.0,6.23,17.81,47.33,0.0,13.86,206.074,9.5,192.214,-64.157,33.39
1387,57,19,1,0.0,6.72,17.94,44.26,0.0,21.11,205.474,9.5,184.364,0.0,-0.6
1388,57,20,1,0.0,8.07,17.47,50.84,0.0,53.685,184.143,9.5,130.458,0.0,-21.331
1389,57,21,1,0.0,8.64,14.31,52.43,0.0,73.829,175.382,9.5,101.553,0.0,-8.761
1390,57,22,1,0.0,7.88,11.45,52.33,0.0,47.84,163.255,6.1,115.415,0.0,-12.127
1391,57,23,1,0.0,7.31,10.23,63.84,0.0,32.838,139.194,6.1,106.356,0.0,-24.061
1392,58,0,2,0.0,6.91,10.9,72.26,0.0,24.677,113.159,3.75,88.482,0.0,-26.035
1393,58,1,2,0.0,7.18,11.69,69.95,0.0,30.129,128.512,3.75,98.383,0.0,15.353
1394,58,2,2,0.0,7.51,9.35,83.13,0.0,37.743,135.798,3.75,98.055,0.0,7.286
1395,58,3,2,0.0,6.63,8.21,79.42,0.0,19.76,139.0,3.75,119.24,0.0,3.202
1396,58,4,2,0.0,6.46,9.8,76.27,0.0,17.114,146.976,3.75,129.862,0.0,7.976
1397,58,5,2,0.0,7.14,9.19,75.83,0.0,29.283,136.896,3.75,107.613,0.0,-10.08
1398,58,6,2,0.0,7.12,9.98,73.14,0.0,28.852,163.054,8.2,134.202,0.0,26.158
1399,58,7,2,133.38,7.11,10.52,61.63,66.689,28.666,176.47,8.2,81.115,66.689,13.416
1400,58,8,2,328.07,6.65,14.81,64.46,164.035,19.947,193.851,8.2,9.869,97.346,17.381
1401,58,9,2,508.11,6.47,11.63,61.5,254.054,17.134,204.783,6.1,-66.405,90.019,10.932
1402,58,10,2,656.25,6.72,17.18,52.5,328.126,21.269,205.71,6.1,-143.685,74.072,0.927
1403,58,11,2,743.43,7.0,17.12,51.85,371.716,26.282,182.732,6.1,-215.266,43.59,-22.978
1404,58,12,2,763.1,7.54,18.42,45.13,381.548,38.577,205.234,6.1,-214.891,9.832,22.502
1405,58,13,2,750.73,6.77,21.9,45.5,375.364,22.057,185.203,6.1,-212.218,-6.184,-20.031
1406,58,14,2,657.9,6.9,19.61,41.66,328.95,24.382,160.23,6.1,-193.102,-46.414,-24.973
1407,58,15,2,516.97,6.89,19.86,36.68,258.487,24.226,172.654,6.1,-110.059,-70.463,12.424
1408,58,16,2,328.61,6.29,20.31,26.8,164.304,14.641,170.612,6.1,-8.333,-94.183,-2.042
1409,58,17,2,141.78,6.28,20.37,46.43,70.891,14.581,181.958,6.1,96.486,-93.413,11.346
1410,58,18,2,0.0,6.28,18.38,36.83,0.0,14.584,189.961,9.5,175.377,-70.891,8.003
1411,58,19,2,0.0,5.75,15.78,40.37,0.0,8.544,204.377,9.5,195.833,0.0,14.416
1412,58,20,2,0.0,5.6,15.19,42.94,0.0,7.271,187.684,9.5,180.413,0.0,-16.693
1413,58,21,2,0.0,6.57,16.21,46.89,0.0,18.695,171.244,9.5,152.549,0.0,-16.44
1414,58,22,2,0.0,7.23,13.21,64.26,0.0,31.039,172.173,6.1,141.134,0.0,0.929
1415,58,23,2,0.0,7.51,12.21,68.49,0.0,37.762,146.995,6.1,109.233,0.0,-25.178
1416,59,0,3,0.0,7.1,10.26,67.67,0.0,28.386,127.723,3.75,99.337,0.0,-19.272
1417,59,1,3,0.0,6.93,8.83,68.5,0.0,25.003,135.035,3.75,110.032,0.0,7.312
1418,59,2,3,0.0,7.92,11.03,76.04,0.0,48.962,125.583,3.75,76.621,0.0,-9.452
1419,59,3,3,0.0,8.49,8.59,74.76,0.0,67.979,130.22,3.75,62.241,0.0,4.637
1420,59,4,3,0.0,8.7,8.49,73.86,0.0,76.388,142.106,3.75,65.718,0.0,11.886
1421,59,5,3,0.0,8.13,10.94,76.35,0.0,55.633,136.659,3.75,81.026,0.0,-5.447
1422,59,6,3,0.0,7.4,9.71,69.67,0.0,35.173,163.996,8.2,128.823,0.0,27.337
1423,59,7,3,156.28,6.75,11.1,70.66,78.138,21.73,172.173,8.2,72.305,78.138,8.177
1424,59,8,3,365.4,5.93,13.28,66.23,182.699,10.403,200.957,8.2,7.855,104.561,28.784
1425,59,9,3,550.54,6.02,14.82,63.79,275.272,11.369,210.389,6.1,-76.252,92.573,9.432
1426,59,10,3,729.88,6.18,16.68,51.29,364.942,13.216,213.838,6.1,-164.32,89.67,3.449
1427,59,11,3,857.58,7.12,20.33,54.08,428.791,28.813,193.556,6.1,-264.048,63.849,-20.282
1428,59,12,3,905.14,7.14,19.46,39.56,452.569,29.274,194.674,6.1,-287.169,23.778,1.118
1429,59,13,3,874.12,6.62,17.16,37.42,437.058,19.559,172.737,6.1,-283.88,-15.511,-21.937
1430,59,14,3,742.31,7.02,21.0,34.51,371.156,26.653,171.424,6.1,-226.385,-65.902,-1.313
1431,59,15,3,547.49,6.54,20.86,29.25,273.747,18.183,149.969,6.1,-141.961,-97.409,-21.455
1432,59,16,3,336.5,7.21,20.66,41.09,168.249,30.763,161.474,6.1,-37.538,-105.498,11.505
1433,59,17,3,134.53,6.39,20.31,29.87,67.265,16.101,194.408,6.1,111.042,-100.984,32.934
1434,59,18,3,0.0,6.05,19.03,33.49,0.0,11.639,198.622,9.5,186.983,-67.265,4.214
1435,59,19,3,0.0,7.4,17.75,48.39,0.0,35.003,196.803,9.5,161.8,0.0,-1.819
1436,59,20,3,0.0,7.02,17.11,41.58,0.0,26.767,186.379,9.5,159.612,0.0,-10.424
1437,59,21,3,0.0,6.03,14.17,48.69,0.0,11.426,170.942,9.5,159.516,0.0,-15.437
1438,59,22,3,0.0,5.81,12.13,48.93,0.0,9.095,164.355,6.1,155.26,0.0,-6.587
1439,59,23,3,0.0,5.7,15.45,65.17,0.0,8.13,145.345,6.1,137.215,0.0,-19.01
1440,60,0,4,0.0,5.43,9.86,70.08,0.0,5.937,140.991,3.75,135.054,0.0,-4.354
1441,60,1,4,0.0,5.88,9.89,73.58,0.0,9.806,127.732,3.75,117.926,0.0,-13.259
1442,60,2,4,0.0,5.98,7.37,75.55,0.0,10.905,131.105,3.75,120.2,0.0,3.373
1443,60,3,4,0.0,6.27,9.1,74.76,0.0,14.408,122.561,3.75,108.153,0.0,-8.544
1444,60,4,4,0.0,6.49,8.05,71.85,0.0,17.539,136.467,3.75,118.928,0.0,13.906
1445,60,5,4,0.0,5.65,9.24,69.43,0.0,7.669,150.077,3.75,142.408,0.0,13.61
1446,60,6,4,0.0,5.34,11.97,80.06,0.0,5.277,158.887,8.2,153.61,0.0,8.81
1447,60,7,4,149.54,6.13,12.53,73.73,74.769,12.675,173.94,8.2,86.496,74.769,15.053
1448,60,8,4,345.7,6.87,14.09,60.84,172.849,23.785,196.3,8.2,-0.334,98.08,22.36
1449,60,9,4,528.49,6.76,12.84,60.42,264.243,21.839,217.68,6.1,-68.402,91.394,21.38
1450,60,10,4,677.68,6.52,18.72,53.2,338.84,17.959,211.217,6.1,-145.582,74.597,-6.463
1451,60,11,4,792.76,6.36,16.53,43.05,396.382,15.667,215.109,6.1,-196.94,57.542,3.892
1452,60,12,4,823.2,6.24,21.04,46.07,411.599,13.946,200.042,6.1,-225.503,15.217,-15.067
1453,60,13,4,773.92,7.07,21.38,38.36,386.961,27.815,190.427,6.1,-224.349,-24.638,-9.615
1454,60,14,4,704.49,6.18,21.45,31.96,352.247,13.222,166.462,6.1,-199.007,-34.714,-23.965
1455,60,15,4,535.94,6.32,19.94,26.81,267.971,15.007,166.464,6.1,-116.514,-84.276,0.002
1456,60,16,4,365.85,6.09,20.94,25.62,182.926,12.17,171.795,6.1,-23.301,-85.045,5.331
1457,60,17,4,154.09,6.8,19.59,33.45,77.043,22.627,188.858,6.1,89.188,-105.883,17.063
1458,60,18,4,0.0,7.02,19.24,37.17,0.0,26.737,201.577,9.5,174.84,-77.043,12.719
1459,60,19,4,0.0,6.83,17.66,35.61,0.0,23.151,200.193,9.5,177.042,0.0,-1.384
1460,60,20,4,0.0,7.07,14.07,48.9,0.0,27.691,200.235,9.5,172.544,0.0,0.042
1461,60,21,4,0.0,8.24,16.31,49.43,0.0,59.057,174.712,9.5,115.655,0.0,-25.523
1462,60,22,4,0.0,7.69,13.31,58.46,0.0,42.499,169.478,6.1,126.979,0.0,-5.234
1463,60,23,4,0.0,7.7,11.38,59.08,0.0,42.659,155.894,6.1,113.235,0.0,-13.584
1464,61,0,5,0.0,8.39,10.19,60.28,0.0,64.584,105.524,3.75,40.94,0.0,-50.37
1465,61,1,5,0.0,8.56,10.34,69.83,0.0,70.7,101.637,3.75,30.937,0.0,-3.887
1466,61,2,5,0.0,7.65,8.24,64.74,0.0,41.346,107.38,3.75,66.034,0.0,5.743
1467,61,3,5,0.0,7.89,6.4,77.56,0.0,48.121,96.883,3.75,48.762,0.0,-10.497
1468,61,4,5,0.0,7.83,9.8,69.38,0.0,46.458,110.045,3.75,63.587,0.0,13.162
1469,61,5,5,0.0,8.25,10.54,79.83,0.0,59.673,118.107,3.75,58.434,0.0,8.062
1470,61,6,5,0.0,7.9,10.63,70.29,0.0,48.431,115.346,8.2,66.915,0.0,-2.761
1471,61,7,5,131.04,7.64,10.73,75.52,65.52,41.083,142.198,8.2,35.595,65.52,26.852
1472,61,8,5,309.93,7.91,13.66,58.26,154.965,48.654,140.754,8.2,-62.865,89.445,-1.444
1473,61,9,5,448.35,7.41,13.35,56.11,224.174,35.247,156.565,6.1,-102.856,69.209,15.811
1474,61,10,5,587.11,7.33,15.43,57.29,293.557,33.328,163.806,6.1,-163.079,69.383,7.241
1475,61,11,5,681.09,7.89,17.21,56.85,340.547,48.204,154.449,6.1,-234.302,46.99,-9.357
1476,61,12,5,779.93,7.01,20.36,55.0,389.964,26.5,152.483,6.1,-263.981,49.417,-1.966
1477,61,13,5,708.47,7.11,19.87,41.11,354.237,28.66,141.99,6.1,-240.907,-35.727,-10.493
1478,61,14,5,610.54,8.23,20.37,48.71,305.271,58.735,126.792,6.1,-237.214,-48.966,-15.198
1479,61,15,5,503.6,8.0,23.45,33.94,251.8,51.39,135.391,6.1,-167.799,-53.471,8.599
1480,61,16,5,326.45,8.16,21.33,41.59,163.223,56.388,128.857,6.1,-90.754,-88.577,-6.534
1481,61,17,5,141.35,8.89,20.71,30.03,70.673,84.238,161.89,6.1,6.979,-92.55,33.033
1482,61,18,5,0.0,8.27,18.91,40.2,0.0,60.135,151.078,9.5,90.943,-70.673,-10.812
1483,61,19,5,0.0,7.26,17.39,26.81,0.0,31.737,145.661,9.5,113.924,0.0,-5.417
1484,61,20,5,0.0,6.32,14.04,38.27,0.0,15.068,142.509,9.5,127.441,0.0,-3.152
1485,61,21,5,0.0,6.03,16.27,52.62,0.0,11.447,148.667,9.5,137.22,0.0,6.158
1486,61,22,5,0.0,7.45,14.09,47.13,0.0,36.267,123.118,6.1,86.851,0.0,-25.549
1487,61,23,5,0.0,7.04,11.89,62.74,0.0,27.13,104.097,6.1,76.967,0.0,-19.021
1488,62,0,6,0.0,7.89,10.85,70.44,0.0,47.992,106.718,3.75,58.726,0.0,2.621
1489,62,1,6,0.0,7.4,10.94,66.13,0.0,34.962,97.023,3.75,62.061,0.0,-9.695
1490,62,2,6,0.0,7.63,7.59,66.51,0.0,40.844,106.682,3.75,65.838,0.0,9.659
1491,62,3,6,0.0,6.68,8.55,71.47,0.0,20.504,111.296,3.75,90.792,0.0,4.614
1492,62,4,6,0.0,6.7,8.1,69.21,0.0,20.821,110.421,3.75,89.6,0.0,-0.875
1493,62,5,6,0.0,6.58,12.19,73.71,0.0,18.834,134.622,3.75,115.788,0.0,24.201
1494,62,6,6,0.0,5.87,12.06,72.93,0.0,9.748,111.914,8.2,102.166,0.0,-22.708
1495,62,7,6,124.49,6.49,9.61,67.31,62.246,17.502,131.56,8.2,51.812,62.246,19.646
1496,62,8,6,300.0,6.51,11.89,75.05,149.998,17.747,148.373,8.2,-19.372,87.752,16.813
1497,62,9,6,454.22,6.06,15.1,55.86,227.111,11.808,177.734,6.1,-61.185,77.113,29.361
1498,62,10,6,615.21,6.29,16.24,63.35,307.606,14.649,177.52,6.1,-144.735,80.495,-0.214
1499,62,11,6,683.11,6.61,16.67,43.58,341.555,19.351,170.26,6.1,-190.646,33.949,-7.26
1500,62,12,6,707.48,6.19,21.83,45.44,353.74,13.346,145.143,6.1,-221.943,12.185,-25.117
1501,62,13,6,668.61,5.75,20.83,47.96,334.304,8.59,135.734,6.1,-207.16,-19.436,-9.409
1502,62,14,6,619.55,6.02,21.62,44.47,309.777,11.291,126.439,6.1,-194.629,-24.527,-9.295
1503,62,15,6,485.46,6.65,20.43,33.16,242.731,20.07,124.299,6.1,-138.502,-67.046,-2.14
1504,62,16,6,308.61,7.12,21.92,38.33,154.305,28.676,146.622,6.1,-36.359,-88.426,22.323
1505,62,17,6,134.26,6.93,20.0,38.21,67.132,25.024,141.328,6.1,49.172,-87.173,-5.294
1506,62,18,6,0.0,6.82,19.16,34.44,0.0,22.985,150.735,9.5,127.75,-67.132,9.407
1507,62,19,6,0.0,6.85,18.99,44.55,0.0,23.472,160.894,9.5,137.422,0.0,10.159
1508,62,20,6,0.0,6.02,14.85,56.17,0.0,11.333,136.752,9.5,125.419,0.0,-24.142
1509,62,21,6,0.0,6.37,17.17,52.65,0.0,15.766,139.608,9.5,123.842,0.0,2.856
1510,62,22,6,0.0,6.64,13.92,58.4,0.0,19.776,117.345,6.1,97.569,0.0,-22.263
1511,62,23,6,0.0,7.48,13.79,64.21,0.0,36.98,112.405,6.1,75.425,0.0,-4.94
1512,63,0,0,0.0,8.89,9.87,56.23,0.0,84.265,123.099,3.75,38.834,0.0,10.694
1513,63,1,0,0.0,8.28,9.1,71.9,0.0,60.517,123.274,3.75,62.757,0.0,0.175
1514,63,2,0,0.0,7.7,8.21,66.22,0.0,42.735,131.599,3.75,88.864,0.0,8.325
1515,63,3,0,0.0,7.37,9.7,70.78,0.0,34.33,134.579,3.75,100.249,0.0,2.98
1516,63,4,0,0.0,6.79,9.69,87.97,0.0,22.473,136.697,3.75,114.224,0.0,2.118
1517,63,5,0,0.0,6.27,9.65,72.8,0.0,14.341,150.671,3.75,136.33,0.0,13.974
1518,63,6,0,0.0,6.24,9.94,67.88,0.0,13.991,153.879,8.2,139.888,0.0,3.208
1519,63,7,0,124.41,6.8,10.88,76.06,62.206,22.543,182.133,8.2,97.384,62.206,28.254
1520,63,8,0,281.74,7.24,13.79,59.31,140.868,31.472,190.789,8.2,18.449,78.662,8.656
1521,63,9,0,399.81,6.86,14.84,57.49,199.906,23.75,200.369,6.1,-23.287,59.038,9.58
1522,63,10,0,529.63,6.09,16.13,62.49,264.813,12.19,202.348,6.1,-74.655,64.907,1.979
1523,63,11,0,621.22,5.56,20.26,50.08,310.609,6.902,202.699,6.1,-114.812,45.796,0.351
1524,63,12,0,653.4,5.22,19.55,35.63,326.7,4.53,208.779,6.1,-122.451,16.091,6.08
1525,63,13,0,668.14,5.62,22.12,44.12,334.07,7.382,180.077,6.1,-161.375,7.37,-28.702
1526,63,14,0,616.53,5.5,20.56,35.3,308.264,6.452,161.082,6.1,-153.634,-25.806,-18.995
1527,63,15,0,474.55,6.33,21.7,44.92,237.277,15.137,174.388,6.1,-78.026,-70.987,13.306
1528,63,16,0,280.45,6.42,21.13,31.36,140.224,16.525,168.526,6.1,11.777,-97.053,-5.862
1529,63,17,0,124.12,5.88,18.56,41.99,62.06,9.825,185.571,6.1,113.686,-78.164,17.045
1530,63,18,0,0.0,5.23,21.36,48.33,0.0,4.548,189.136,9.5,184.588,-62.06,3.565
1531,63,19,0,0.0,5.54,18.24,35.75,0.0,6.732,208.158,9.5,201.426,0.0,19.022
1532,63,20,0,0.0,4.94,17.85,43.84,0.0,3.016,187.252,9.5,184.236,0.0,-20.906
1533,63,21,0,0.0,4.99,14.5,52.16,0.0,3.263,189.249,9.5,185.986,0.0,1.997
1534,63,22,0,0.0,4.87,13.65,49.86,0.0,2.679,152.956,6.1,150.277,0.0,-36.293
1535,63,23,0,0.0,4.99,11.36,61.8,0.0,3.257,144.473,6.1,141.216,0.0,-8.483
1536,64,0,1,0.0,5.14,12.79,63.65,0.0,4.048,138.724,3.75,134.676,0.0,-5.749
1537,64,1,1,0.0,5.66,10.73,67.67,0.0,7.719,129.456,3.75,121.737,0.0,-9.268
1538,64,2,1,0.0,5.38,10.2,72.61,0.0,5.54,147.695,3.75,142.155,0.0,18.239
1539,64,3,1,0.0,6.74,11.18,74.75,0.0,21.539,130.379,3.75,108.84,0.0,-17.316
1540,64,4,1,0.0,7.07,11.14,75.98,0.0,27.82,140.223,3.75,112.403,0.0,9.844
1541,64,5,1,0.0,6.77,11.27,70.73,0.0,21.97,162.638,3.75,140.668,0.0,22.415
1542,64,6,1,0.0,5.84,9.6,68.99,0.0,9.431,148.38,8.2,138.949,0.0,-14.258
1543,64,7,1,140.8,5.67,11.72,68.43,70.399,7.846,163.21,8.2,84.965,70.399,14.83
1544,64,8,1,346.71,6.07,12.79,64.73,173.353,11.866,185.673,8.2,0.454,102.954,22.463
1545,64,9,1,536.82,5.75,16.43,57.54,268.412,8.599,210.319,6.1,-66.692,95.059,24.646
1546,64,10,1,654.06,5.4,17.31,56.94,327.029,5.661,195.391,6.1,-137.299,58.617,-14.928
1547,64,11,1,733.9,6.04,16.88,38.94,366.948,11.538,208.98,6.1,-169.506,39.919,13.589
1548,64,12,1,787.27,6.51,19.57,40.62,393.633,17.733,197.623,6.1,-213.743,26.685,-11.357
1549,64,13,1,765.18,7.42,18.96,39.18,382.588,35.563,196.321,6.1,-221.83,-11.045,-1.302
1550,64,14,1,627.78,6.84,21.28,32.54,313.888,23.331,178.246,6.1,-158.973,-68.7,-18.075
1551,64,15,1,472.5,7.09,19.57,45.46,236.252,28.095,169.602,6.1,-94.745,-77.636,-8.644
1552,64,16,1,297.12,6.6,21.98,35.11,148.559,19.201,182.815,6.1,15.055,-87.693,13.213
1553,64,17,1,125.76,7.27,21.2,36.74,62.878,32.089,187.229,6.1,92.262,-85.681,4.414
1554,64,18,1,0.0,7.96,22.08,34.78,0.0,50.142,189.896,9.5,139.754,-62.878,2.667
1555,64,19,1,0.0,7.96,19.57,40.76,0.0,50.272,188.341,9.5,138.069,0.0,-1.555
1556,64,20,1,0.0,7.03,16.6,37.71,0.0,26.992,187.022,9.5,160.03,0.0,-1.319
1557,64,21,1,0.0,6.98,16.53,48.8,0.0,25.98,177.374,9.5,151.394,0.0,-9.648
1558,64,22,1,0.0,6.3,12.32,49.38,0.0,14.795,162.413,6.1,147.618,0.0,-14.961
1559,64,23,1,0.0,5.66,11.4,58.51,0.0,7.765,129.429,6.1,121.664,0.0,-32.984
1560,65,0,2,0.0,5.31,11.86,49.64,0.0,5.074,125.506,3.75,120.432,0.0,-3.923
1561,65,1,2,0.0,5.93,7.92,62.37,0.0,10.323,128.076,3.75,117.753,0.0,2.57
1562,65,2,2,0.0,5.89,9.86,81.1,0.0,9.947,133.638,3.75,123.691,0.0,5.562
1563,65,3,2,0.0,6.92,8.48,79.3,0.0,24.748,145.274,3.75,120.526,0.0,11.636
1564,65,4,2,0.0,7.05,10.03,82.91,0.0,27.363,139.368,3.75,112.005,0.0,-5.906
1565,65,5,2,0.0,6.61,9.21,82.64,0.0,19.312,139.817,3.75,120.505,0.0,0.449
1566,65,6,2,0.0,7.07,11.97,76.36,0.0,27.757,145.617,8.2,117.86,0.0,5.8
1567,65,7,2,118.68,6.54,12.73,66.42,59.34,18.202,181.446,8.2,103.904,59.34,35.829
1568,65,8,2,292.7,6.02,15.83,58.78,146.35,11.354,184.69,8.2,26.986,87.01,3.244
1569,65,9,2,436.31,5.8,15.71,67.06,218.154,9.04,210.328,6.1,-16.866,71.804,25.638
1570,65,10,2,578.85,6.6,16.33,55.39,289.424,19.247,219.021,6.1,-89.65,71.27,8.693
1571,65,11,2,671.86,8.3,18.41,64.79,335.93,61.411,191.431,6.1,-205.91,46.506,-27.59
1572,65,12,2,723.21,7.21,18.33,42.81,361.606,30.614,197.443,6.1,-194.777,25.676,6.012
1573,65,13,2,699.27,7.2,21.39,52.7,349.635,30.39,190.177,6.1,-189.848,-11.971,-7.266
1574,65,14,2,579.07,6.86,22.21,36.74,289.535,23.733,177.686,6.1,-135.582,-60.1,-12.491
1575,65,15,2,429.23,7.39,24.66,43.7,214.613,34.851,149.576,6.1,-99.888,-74.922,-28.11
1576,65,16,2,279.41,7.62,20.75,45.18,139.705,40.631,164.759,6.1,-15.577,-74.908,15.183
1577,65,17,2,125.84,6.87,20.58,29.54,62.92,23.857,172.301,6.1,85.524,-76.785,7.542
1578,65,18,2,0.0,6.59,19.25,34.77,0.0,19.104,197.367,9.5,178.263,-62.92,25.066
1579,65,19,2,0.0,5.79,18.96,34.66,0.0,8.927,200.399,9.5,191.472,0.0,3.032
1580,65,20,2,0.0,5.39,17.71,37.62,0.0,5.631,169.6,9.5,163.969,0.0,-30.799
1581,65,21,2,0.0,5.68,15.64,53.83,0.0,7.883,174.923,9.5,167.04,0.0,5.323
1582,65,22,2,0.0,5.9,15.45,53.82,0.0,10.011,167.088,6.1,157.077,0.0,-7.835
1583,65,23,2,0.0,6.89,11.96,60.49,0.0,24.143,147.393,6.1,123.25,0.0,-19.695
1584,66,0,3,0.0,6.77,12.79,68.34,0.0,22.046,128.175,3.75,106.129,0.0,-19.218
1585,66,1,3,0.0,6.15,11.3,58.0,0.0,12.88,124.669,3.75,111.789,0.0,-3.506
1586,66,2,3,0.0,6.27,10.04,80.04,0.0,14.45,120.525,3.75,106.075,0.0,-4.144
1587,66,3,3,0.0,6.55,9.47,72.22,0.0,18.463,131.856,3.75,113.393,0.0,11.331
1588,66,4,3,0.0,6.17,12.97,78.19,0.0,13.109,138.021,3.75,124.912,0.0,6.165
1589,66,5,3,0.0,5.8,9.68,78.04,0.0,9.038,151.719,3.75,142.681,0.0,13.698
1590,66,6,3,0.0,6.1,11.97,80.55,0.0,12.264,165.41,8.2,153.146,0.0,13.691
1591,66,7,3,109.19,5.45,11.95,68.51,54.594,6.05,176.281,8.2,115.637,54.594,10.871
1592,66,8,3,262.29,6.46,16.44,52.26,131.144,17.055,200.014,8.2,51.815,76.55,23.733
1593,66,9,3,408.97,6.65,16.92,60.52,204.483,20.029,199.983,6.1,-24.529,73.339,-0.031
1594,66,10,3,555.35,6.38,16.59,56.2,277.675,15.894,195.87,6.1,-97.699,73.192,-4.113
1595,66,11,3,665.98,6.2,19.47,43.62,332.992,13.514,207.189,6.1,-139.317,55.317,11.319
1596,66,12,3,717.37,5.9,20.4,45.88,358.685,10.072,193.633,6.1,-175.124,25.693,-13.556
1597,66,13,3,701.32,5.23,20.43,38.69,350.659,4.56,183.448,6.1,-171.771,-8.026,-10.185
1598,66,14,3,652.26,5.87,22.56,29.62,326.129,9.754,159.075,6.1,-176.808,-24.53,-24.373
1599,66,15,3,483.45,5.54,22.32,39.71,241.726,6.746,180.337,6.1,-68.135,-84.403,21.262
1600,66,16,3,309.64,5.67,21.91,31.62,154.82,7.802,176.925,6.1,14.303,-86.906,-3.412
1601,66,17,3,137.97,5.37,21.0,33.24,68.984,5.47,179.869,6.1,105.415,-85.836,2.944
1602,66,18,3,0.0,5.88,20.61,34.9,0.0,9.793,185.305,9.5,175.512,-68.984,5.436
1603,66,19,3,0.0,5.71,19.13,48.27,0.0,8.226,205.311,9.5,197.085,0.0,20.006
1604,66,20,3,0.0,5.54,17.48,44.75,0.0,6.761,181.983,9.5,175.222,0.0,-23.328
1605,66,21,3,0.0,5.66,15.08,50.3,0.0,7.71,195.062,9.5,187.352,0.0,13.079
